0,1
tt1591479,"Lieutenant Rorke (as LCDR Rorke), Chief Dave (as SOC Dave), SO1 Sonny (as SOC Sonny), SO1 Weimy (as SOC Weimy), SO1 Ray (as SO1 Ray), SO1 Ajay (as SO1 Ajay), SO1 Mikey (as SOC Mikey), Senior Chief Otto (as SOCS Van D), LT Lyons (as Katelyn), Admiral Callaghan (as Admiral Callaghan)"
tt1142977,"Mrs. Frankenstein / Weird Girl / Gym Teacher (voice), Mr. Frankenstein / Mr. Burgemeister / Nassor (voice), Mr. Rzykruski (voice), Victor Frankenstein (voice), Edgar 'E' Gore (voice), Elsa Van Helsing (voice), Bob (voice), Toshiaki (voice), Bob's Mom (voice), New Holland Towns Folk (voice)"
tt2330866,"Macao Park (as Kim Yunseok), Popie (as Lee Jungjae), Pepsee (as Kim Hyesoo), Yenicall (as Gianna Jun), Chen, Chewingum (as Kim Haesook), Andrew (as Oh Dalsoo), Zampano (as Kim Soohyun), Jonny, Chief Detective (as Joo Jinmo)"
tt0431021,"Clyde, Stephanie, Em, Hannah, Tzadok, Brett, Russell, Darius, Eleanor, Miss Shandy (as Brenda M. Crichlow)"
tt1758830,"Pete, Debbie, Sadie, Charlotte, Jason, Barb, Barry, Desi, Jodi, Male Boutique Customer"
tt1621045,"Dominic, Jeremy, Mya, Candace, Cedric, Lauren, Michael (as Terrence J), Loretta, Zeke, Bennett"
tt1524137,"John Bryce, Andy, Walter, CBP Official, Chris Farraday, Sebastian Abney, Band Member - Lead Vocals, Band Member - Washboard, Band Member - Saxophone, Band Member - Drums"
tt1327194,"Logan, Beth, Ellie, Ben, Keith Clayton, Judge Clayton, Victor (as Robert Terrell Hayes), Deputy Moore, Roger Lyle (as Russ Comegys), Principal Miller (as Sharon Morris)"
tt1560985,"Isabella Rossi, Father Ben Rawlings, Father David Keane, Michael Schaefer, Maria Rossi, Rosa Sorlini, Lieutenant Dreyfus, Dr. Jeff Victoroff (as Dr. Jeff Victoroff), Pamela Davis, Father Christopher Aimes"
tt1636826,"Thomas, Costa, JB, Dax, Kirby, Everett, Tyler, Alexis, Miles, Dad"
tt1790886,"Rep. Camden 'Cam' Brady, Martin Sylvester 'Marty' Huggins, Mitch, Tim Wattley, Rose Brady, Mitzi Huggins, Glenn Motch, Wade Motch, Raymond Huggins, Mrs. Yao"
tt1623288,"Norman Babcock (voice), Neil (voice), Courtney Babcock (voice), Mitch (voice), Alvin (voice), Sandra Babcock (voice), Perry Babcock (voice), Grandma (voice), The Judge (voice), Aggie (voice)"
tt1535438,"Kay, Arnold, Doctor Feld, Eileen, Kay's Friend, Brad, Their Son, Molly, Their Daughter, Mark, Their Son-in-Law, Vince, Arnold's Friend, Cora, The Waitress, Karen, The Bartender"
tt1981677,"Beca, Jesse, Benji, Chloe, Aubrey, Fat Amy, Stacie, Cynthia Rose, Lilly, Jessica (as Kelley Alice Jakle)"
tt1611224,"Abraham Lincoln, Henry Sturges, Will Johnson, Mary Todd Lincoln, Adam, Jack Barts, Joshua Speed, Thomas Lincoln, Nancy Lincoln, Vadoma"
tt1047540,"Artie Decker, Diane Decker, Alice Simmons, Phil Simmons, Harper Simmons, Turner Simmons, Barker Simmons (as Kyle Harrison Breitkopf), Cassandra, Dr. Schveer, Mr. Cheng"
tt1596365,"Fisher Girl, Fisher Girl, Fisher Girl, Stella Kipps, Arthur Kipps, Joseph Kipps, Nanny, Mr. Bentley, Nursemaid, Little Girl on Train"
tt1371111,"Dr. Henry Goose / Hotel Manager / Isaac Sachs / Dermot Hoggins / Cavendish Look-a-Like Actor / Zachry, Native Woman / Jocasta Ayrs / Luisa Rey / Indian Party Guest / Ovid / Meronym, Captain Molyneux / Vyvyan Ayrs / Timothy Cavendish / Korean Musician / Prescient 2, Haskell Moore / Tadeusz Kesselring / Bill Smoke / Nurse Noakes / Boardman Mephi / Old Georgie, Adam Ewing / Poor Hotel Guest / Megan's Dad / Highlander / Hae-Joo Chang / Adam (Zachry's Brother-in-Law), Tilda / Megan's Mom / Mexican Woman / Sonmi-451 / Sonmi-351 / Sonmi Prostitute, Cabin Boy / Robert Frobisher / Store Clerk / Georgette / Tribesman, Kupaka / Joe Napier / An-kor Apis / Prescient, Young Rufus Sixsmith / Old Rufus Sixsmith / Nurse James / Archivist, Talbot (Hotel Manager) / Yoona-939 / Rose"
tt1790885,"Dan, Ammar, Maya, Joseph Bradley, Jessica, Jack, Thomas, J.J., Detainee on Monitor, Detainee on Monitor"
tt1800741,"Penelope, Sean, Eddy (as Misha Gabriel), Mercury, Jason (as Stephen 'tWitch' Boss), Francisco, Newscaster, Lamborghini Driver (as Chris Charles), People by the Ocean, People by the Ocean"
tt2109184,"Katie, Alex, Ben, Wyatt, Robbie, Doug, Holly, Sarah, Tara, Derek"
tt1596350,"Lauren, FDR Foster, Tuck, Heinrich, Trish, Joe, Katie (as Abigail Leigh Spencer), Collins, Nana Foster, Grandpa Foster"
tt1496025,"Selene, Dr. Jacob Lane, Detective Sebastian, David, Eve, Lida, Thomas, Quint, Officer Kolb, Med Tech #1"
tt1907668,"Katerina Marquez, Whip Whitaker, Son on Plane, Father on Plane (as Adam Ciesielski), Margaret Thomason, Ken Evans, Nicole, Kip, Tiki Pot (as Charlie E. Schmidt Jr.), Schecter"
tt1915581,"Dallas, Magic Mike, Joanna, Adam, Sal, Brooke, Paul, Girl in Line, George (as George Sack), Portia"
tt1276104,"Joe, Old Joe, Sara, Seth, Kid Blue, Suzie, Abe, Cid, Old Joe's Wife (as Summer Qing), Beatrix"
tt1645170,"Aladeen / Efawadh, Omar, Baby Aladeen, Aladeen Age 6, Doctor, Patient, Newscaster Voiceover (voice), Wadiyan Olympic Official, Maroush, Aide on Balcony"
tt1649419,"Maria, Henry, Lucas, Thomas, Simon, Simone, Karl, Old Woman, Caregiver, Red Cross Nurse"
tt1667353,"The Queen, Snow White, Prince Alcott, Brighton, Napoleon, Half Pint, Grub (as Joey Gnoffo), Grimm, Wolf, Butcher"
tt1606389,"Paige, Leo, Rita Thornton, Bill Thornton, Gwen, Dr. Fishman, Lily, Kyle, Jeremy, Josh"
tt1232829,"Schmidt, Jenko, Molly Tracey, Eric Molson, Mr. Walters, Domingo, Captain Dickson, Zack, Mr. Gordon, Ms. Griggs"
tt1599348,"Tobin Frost, Matt Weston, Catherine Linklater, David Barlow, Harlan Whitford, Carlos Villar, Ana Moreau, Daniel Kiefer, Alec Wade, Keller"
tt0790724,"Reacher, Helen, Rodin, Emerson, The Zec, Charlie, Vlad, Barr, Linsky, Sandy"
tt1024648,"Tony Mendez, Jack O'Donnell, Lester Siegel, John Chambers, Ken Taylor, Bob Anders, Cora Lijek, Joe Stafford, Lee Schatz, Mark Lijek"
tt1605630,"Jim, Michelle, Oz, Kevin, Vicky, Stifler, Heather, Finch, MILF Guy #2, Stifler's Mom"
tt1045658,"Pat, Tiffany, Pat Sr., Dolores, Danny, Dr. Cliff Patel, Ronnie, Jake, Veronica, Randy"
tt1855325,"Alice, Jill Valentine, Rain, Becky, Ada Wong, Luther West, Leon S. Kennedy, Sergei, Barry Burton, Tony"
tt1077368,"Barnabas Collins, Elizabeth Collins Stoddard, Dr. Julia Hoffman, Angelique Bouchard, Willie Loomis, Roger Collins, Victoria Winters / Josette DuPres, Carolyn Stoddard, David Collins (as Gully McGrath), Mrs. Johnson"
tt0443272,"Abraham Lincoln, Mary Todd Lincoln, William Seward, Robert Lincoln, W.N. Bilbo, Preston Blair, Thaddeus Stevens, Robert Latham, Alexander Stephens, Edwin Stanton"
tt1194173,"Aaron Cross, Ezra Kramer, Adm Mark Turso USN Ret., Col Eric Byer, USAF, Ret., Dita Mandy, Arthur Ingram, Zev Vendel, Lean Forward MSNBC Anchor, CNN Reporter, MSNBC Man Analyst"
tt0401729,"John Carter, Dejah Thoris, Sola, Tars Tarkas, Tal Hajus, Matai Shang, Tardos Mors (as Ciaran Hinds), Sab Than, Kantos Kan, Powell"
tt1440129,"Lieutenant Alex Hopper, Commander Stone Hopper, Petty Officer Cora 'Weps' Raikes, Sam, Captain Yugi Nagata, Cal Zapata, Admiral Shane, Secretary of Defense, Chief Petty Officer Walter 'The Beast' Lynch, Boatswain Mate Seaman Jimmy 'Ordy' Ord"
tt1646987,"Perseus, Zeus, Hades, Ares (as Edgar Ramirez), Agenor, Andromeda, Hephaestus, Poseidon, Helius, Korrina"
tt1446192,"Jack Frost (voice), North (voice), Pitch (voice), Tooth (voice), Bunny (voice), Jamie Bennett (voice), Caleb (voice), Claude (voice), Sophie Bennett (voice), Jamie's Mom / Jack's Mother (voice)"
tt1764651,"Barney Ross, Lee Christmas, Yin Yang, Gunner Jensen, Booker, Vilain, Church, Trench, Hale Caesar, Toll Road"
tt1397514,"Hank, Alexander, Sean, Gabato, Kailani, Liz, Jessica, Cop, Tour Guide, Hockey Player"
tt0837562,"Dracula (voice), Jonathan (voice), Mavis (voice), Frankenstein (voice), Eunice (voice), Wayne (voice), Wanda (voice), Griffin (voice), Murray (voice), Quasimodo (voice)"
tt1397280,"Bryan Mills, Kim, Lenore, Sam, Casey, Bernie, Jamie, Murad Krasniqi (as Rade Sherbedgia), Inspector Durmaz, Suko"
tt1735898,"Snow White, The Huntsman, Ravenna, William, Finn, Beith, Muir, Gort, Nion, Duir"
tt1446714,"Elizabeth Shaw, David, Meredith Vickers, Janek, Peter Weyland, Charlie Holloway, Fifield, Millburn, Chance, Ravel"
tt1853728,"Django, Dr. King Schultz, Calvin Candie, Broomhilda von Shaft, Stephen, Billy Crash, Leonide Moguy, Butch Pooch / Ace Speck, Mr. Stonesipher, Cora"
tt1772341,"Ralph (voice), Vanellope (voice), Felix (voice), Calhoun (voice), King Candy (voice), Taffyta Muttonfudge (voice), Markowski (voice), Mr. Litwak (voice), General Hologram (voice), Mary (voice)"
tt1217209,"Merida (voice), Fergus (voice), Elinor (voice), The Witch (voice), Lord Dingwall (voice), Lord MacGuffin / Young MacGuffin (voice), Lord Macintosh (voice), Maudie (voice), Maudie (voice), Young Merida (voice)"
tt1637725,"John Bennett, Lori Collins, Ted (voice), Rex, Donny, Guy, Thomas, Tami-Lynn, Robert, Frank"
tt0454876,"Pi Patel, Adult Pi Patel, Pi Patel (11-12 Years), Pi Patel (5 Years), Santosh Patel, Gita Patel, Ravi Patel (7 Years), Ravi Patel (13-14 Years), Ravi Patel (18-19 Years), Writer"
tt2872992,nan
tt1392170,"Caesar Flickerman, Seneca Crane, Katniss Everdeen, Primrose Everdeen, Gale Hawthorne, Effie Trinket, Hob Vendor (as Sandra Lafferty), Katniss' Mother, Registration Woman, Propaganda Film Tribute"
tt0948470,"Spider-Man / Peter Parker, Gwen Stacy, The Lizard / Dr. Curt Connors, Captain Stacy, Uncle Ben, Aunt May, Rajit Ratha, Richard Parker, Mary Parker, Flash Thompson"
tt1673434,"Bella Swan, Edward Cullen, Jacob Black, Dr. Carlisle Cullen, Esme Cullen, Alice Cullen, Jasper Hale, Emmett Cullen, Rosalie Hale, Charlie Swan"
tt1667889,"Squint (voice), Eunice (voice), Creature Siren / Various (voice), Silas (voice), Female Siren (voice), Captain Gutt (voice), Scratte (voice), Ethan (voice), Dumb Mammoth / Various (voice), Flynn (voice)"
tt0903624,"Gandalf, Bilbo, Thorin, Balin, Dwalin, Bifur / Tom Troll, Bofur, Bombur, Fili, Kili"
tt1345836,"Bruce Wayne, Commissioner Gordon, Bane, Blake, Selina, Miranda, Fox, Alfred, Foley, Dr. Pavel (as Alon Moni Aboutboul)"
tt1074638,"James Bond, M, Silva, Gareth Mallory, Eve, Severine (as Bérénice Lim Marlohe), Kincade, Q, Tanner, Patrice"
tt1699513,"Empress Dowager Longyu, Yuan Shikai, Lin Sen, Hu Shi, Xiao Fengxian, Cai E, Zhou Enlai, Imperial Consort Jin, Wang Huiwu, Yang Kaizhi"
tt1563738,"Emma, Dexter, Callum, Tilly, Customer, Ian, Marie (as Josephine De La Baume), Alison, Steven, Ingrid"
tt0491152,"Rachel, Darcy, Dex, Ethan, Marcus, Claire, Dexter Thaler Sr., Bridget Thaler, Professor Zigman, Bridal Consultant"
tt1657507,"Cataleya, Marco, Ross, Cat - 10, Danny Delanay, Emilio Restrepo, Don Luis, Fabio, Alicia, Pepe (as Angel Garnica)"
tt0993842,"Hanna, Erik Heller, Johanna Zadek (as Vicky Kreips), Marissa Wiegler, CIA Tech #1, Lewis, Walt, Bob, Head of Ops, Burton"
tt1093357,"Sean, Natalie, Ben, Anne, Skyler, Vika, Sergei, Matvei (as Gosha Kutsenko), Sasha (as Nikolai Efremov), Boris (as Georgy Gromov)"
tt1578275,"Ronny Valentine, Nick Brannen, Beth, Geneva, Zip, Susan Warner, Diane Popovich, Thomas Fern, Felix, Burt"
tt1583420,"Larry Crowne, Samantha, Alvarez, Trainee Wong, Dorothy Genkos, Team Leader #1, Team Leader #2, Team Leader #3, Team Leader #4, Avery"
tt1650043,"Greg Heffley, Rodrick Heffley, Susan Heffley, Rowley Jefferson, Frank Heffley, Manny Heffley, Manny Heffley, Holly Hills, Chirag, Patty Farrell"
tt1189340,"Mick Haller, Maggie McPherson, Louis Roulet, Frank Levin, Ted Minton, Val Valenzuela, Jesus Martinez, Cecil Dobbs, Mary Windsor, Detective Lankford"
tt1488555,"Mitch Planko, Dave Lockwood, Jamie Lockwood, Sabrina McKay, Mitch's Dad, Tatiana, Flemming Steel, Ted Norton, Ken Kinkabe, Cara Lockwood"
tt1124035,"Stephen Meyers, Governor Mike Morris, Paul Zara, Tom Duffy, Molly Stearns, Ida Horowicz, Senator Thompson, Ben Harpen, Cindy Morris, Jack Stearns"
tt0472399,"Arthur Bishop, Steve McKenna, Dean, Harry McKenna, Burke, Sarah, Jorge Lara, Lara's Guard (as Eddie Fernandez), Car Jacker, Vaughn"
tt0822847,"Priest, Black Hat, Hicks, Priestess, Lucy Pace, Salesman, Owen Pace, Monsignor Orelas, Monsignor Chamberlain, Shannon Pace"
tt1340800,"Jim Prideaux, Control, Magyar, Hungarian Waiter, Woman in Window, KGB Agent, George Smiley, Percy Alleline, Toby Esterhase, Roy Bland"
tt1600195,"CIA Man, Riah, Thermal, Mara, Game Announcer, Hot Dog Vendor, Driver (as Ben Cain), Mrs. Murphy, Kozlow's Tech, Gregory"
tt1464174,"Malcolm / Big Momma, Trent / Charmaine, Haley, Mia, Jasmine, Isabelle, Gail, Vlad, Dmitri, Chirkoff"
tt0480687,"Rick, Fred, Maggie, Grace, Leigh, Coakley, Gary, Hog-Head, Rick Coleman, Gerry"
tt1616195,"J. Edgar Hoover, Robert Irwin, Mitchell Palmer, Palmer's Wife, Palmer's Daughter, Inspector, Dwight Eisenhower, Franklin Roosevelt, Agent Smith, Helen Gandy"
tt1486185,"Valerie, Solomon, Cesaire, Peter, Henry, Suzette, Father Auguste, Grandmother, Roxanne, The Reeve"
tt0978764,"Babydoll, Sweet Pea, Rocket, Blondie, Amber, Dr. Vera Gorski, Blue Jones, High Roller / Doctor, Wise Man, CJ"
tt0479997,"Behmen, Felson, Debelzaq, Hagamar, Eckhart, The Girl, Kay, Cardinal D'Ambroise, Dying Monk, Jail Bailiff"
tt1564349,"Dr. Clay Haskett, Lorraine Nelson, Sawyer Nelson, Reed Haskett, Hazel Haskett, Dr. Cameron McCarthy, Kyle Connellan, Gloria Forrest, Phoebe, Kat"
tt1161864,"Father Lucas Trevant, Michael Kovak, Angeline, Father Xavier, Father Matthew, Istvan Kovak, Rosaria, Aunt Andria, Francesca, Vincenzo"
tt1262416,"Sherrie, The Voice (voice), Trudie (as Shenae Grimes), Ghostface, Rachel, Chloe, Jenny Randall, Marnie Cooper (as Brittany Robertson), Sidney Prescott, Rebecca Walters"
tt1092026,"Young Tara, Graeme Willy, Clive Gollings, Sword Vendor, Adam Shadowchild, Security Guard, Adam Shadowchild Fan, Jorge, Valet, Pat Stevens"
tt1702443,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
tt0881320,"Frank, Carl, Josh, Victoria, Crazy George (as Daniel Wyllie), J.D. (as Christopher Baker), Liz, Judes, Luko, Dex"
tt1210166,"Billy Beane, Peter Brand, Art Howe, Sharon, Scott Hatteberg, David Justice, Mark Shapiro, Ron Washington, Grady Fuson, Elizabeth Hatteberg"
tt1007029,"Margaret Thatcher, Denis Thatcher, June - Housekeeper, Cleaner, Susie - Margaret's Secretary, Alfred Roberts, Young Margaret Thatcher, Muriel Roberts, Beatrice Roberts, Carol Thatcher"
tt1067583,"Marlena, Jacob, August, Charlie, Camel, Old Jacob, Kinko / Walter, Grady, Wade, Earl"
tt1389137,"Benjamin Mee, Kelly Foster, Duncan Mee, Dylan Mee, Rosie Mee, Peter MacCready (as Angus MacFadyen), Lily Miska, Robin Jones, Walter Ferris, Rhonda Blair"
tt1385826,"David Norris, Elise Sellas, Suburban Mom, Suburban Mom, Charlie Traynor, Suburban Neighbor, Suburban Neighbor (as Natalie E. Carter), Chuck Scarborough, Jon Stewart, U.S. Coast Guard Officer (as Capt. Gregory P. Hitchen)"
tt1401152,"Dr. Martin Harris, Gina, Elizabeth Harris, Martin B, Ernst Jürgen, Rodney Cole, Professor Bressler, Smith, Jones, Herr Strauss"
tt1655442,"George Valentin, Peppy Miller, Al Zimmer, Clifton, Doris, Constance, Peppy's Maid, Peppy's Butler, Policeman Fire, Norma (as Bitsie Tulloch)"
tt1598778,"Beth Emhoff, Li Fai (as Chui Tien You), Li Fai's Sister, Irina, Mitch Emhoff, Clark Morrow, Japanese Bus Man, Dr. Ellis Cheever, Roger, Alan Krumwiede"
tt1570728,"Cal, Jacob, Emily, Hannah, Jessica, Robbie, Molly, Kate, Claire, Bernie"
tt0945513,"Colter Stevens, Christina Warren, Colleen Goodwin, Dr. Rutledge, Derek Frost, Hazmi, Max Denoff, George Troxel, Gold Watch Executive, Conductor"
tt1430607,"Arthur (voice), Steve (voice), Grandsanta (voice), Santa (voice), Mrs Santa (voice), Bryony (voice), Peter (voice), North Pole Computer (voice), Chief De Silva (voice), Gwen (voice)"
tt1411238,"Emma, Adam, Alvin, Dr. Metzner, Patrice, Lucy, Katie Kurtzman, Wallace (as Chris 'Ludacris' Bridges), Eli, Shira"
tt1632708,"Dylan, Jamie, Lorna, Annie, Parker, Mr. Harper, Tommy, Sam, Quincy, Himself"
tt0810913,"Jack / Jill, Al Pacino, Erin, Sofia, Gary, Felipe / Felipe's Grandma, Monica, Todd, Ted, Otto"
tt1464540,"John, Henri, Number 6, Sarah, Sam, Mogadorian Commander, Mark, Sheriff James, Kevin, Number 3"
tt1402488,"Nestor (voice), Raul (voice), Rinaldo (voice) (as Jeff Garcia), Lombardo (voice) (as Johnny Sanchez III), Carmen (voice), Ramon / Lovelace (voice), Mumble (voice), Gloria (voice) (as Alicia Moore 'P!nk'), Erik (voice), Atticus (voice) (as Benjamin 'Lil P-Nut' Flores) (as Jr.)"
tt1605783,"Gil, Inez, John, Helen, Paul, Carol, Museum Guide, Man at Wine Tasting, 1920's Partygoer, 1920's Partygoer"
tt0471042,"Josh Kovaks, Slide, Charlie, Arthur Shaw, Mr. Fitzhugh, Lester, Mr. Simon, Special Agent Claire Denham, Enrique Dev'Reaux, Odessa"
tt1622979,"Sam, Molly, Peter Friedkin, Candice Hooper, Olivia Castle, Isaac, Nathan, Dennis, Agent Block, Bludworth"
tt1634122,"Agent Two, Agent One, Johnny English, Ting Wang, Receptionist 1, Receptionist 2, Receptionist 3, Pamela, Kate Sumner, Simon Ambrose"
tt1219289,"Eddie Morra, Carl Van Loon, Lindy, Gennady, Melissa, Vernon, Man in Tan Coat, Pierce, Kevin Doyle, Morris Brandt"
tt1204342,"Gary, Mary, Tex Richman, CDE Executive, Kermit / Beaker / Statler / Rizzo / Link Hogthrob / The Newsman (voice), Miss Piggy / Fozzie Bear / Animal / Sam Eagle / Marvin Suggs (voice), Gonzo / Dr. Bunsen Honeydew / Zoot / Beauregard / Waldorf / Kermit Moopet (voice), Swedish Chef / Rowlf / Dr. Teeth / Pepe The Prawn / Bobo / Foozie Bear / Whatnot Farmer / Muppet Gary (voice), Scooter / Janice / Miss Poogy / Wayne (voice), Sgt. Floyd Pepper / Camilla / Sweetums / 80's Robot / Lew Zealand / Uncle Deadly / Rowlf Moopet / Crazy Harry (voice)"
tt1222817,"Griffin Keyes, Kate, Stephanie, Venom, Shane, Gale, Dave, Robin, Franky, TGIF Waitress"
tt1637688,"Will Salas, Rachel Salas, Maya, Borel, Citizen, Ulysse, Nardin, Webb, Bell, Ekman"
tt0409847,"Jake Lonergan, Alice, Wes Claiborne, Luke Claiborne (as Matt Taylor), Mose Claiborne, Meacham, Percy Dolarhyde, Jed Parker, Nat Colorado, Doc"
tt1033575,"Matt King, Alexandra King, Scottie King, Sid, Elizabeth King, Scottie's Teacher, School Counselor, Barb Higgins, Lani Higgins, Matt's Secretary Noe"
tt1568911,"Albert Narracott, Ted Narracott, Rose Narracott, Grandfather, Lyons, Capt. Nicholls, Maj. Jamie Stewart, Emilie, Geordie Soldier, Lt. Charlie Waverly"
tt1411704,"Fred O'Hare, E.B. (voice) / Production Assistant, Sam O'Hare, Carlos / Phil (voice), Henry O'Hare, Bonnie O'Hare, E.B.'s Dad (voice), Alex O'Hare, David Hasselhoff, Mrs. Beck"
tt0970179,"Georges Méliès, Station Inspector, Hugo Cabret, Isabelle, Uncle Claude, Lisette, Monsieur Labisse, Mama Jeanne, Rene Tabard, Madame Emilie"
tt1778304,"Julie, Dennis (as Chris Smith), Katie, Kristi (as Jessica Brown), Grandma Lois, Randy Rosen, Lisa, Adult Katie, Daniel, Adult Kristi"
tt1499658,"Nick Hendricks, Thomas, Head of Security, Dave Harken, Dale Arbus, Stacy, Mr. Anderton, Dr. Julia Harris, D.D.S., Kurt Buckman, Kurt's Co-Worker, Kurt's Co-Worker"
tt1217613,"Ssgt. Michael Nantz, 2nd Lt. William Martinez, Cpl. Lee Imlay, Cpl. Jason Lockett, LCpl. Peter Kerns, Cpl. Nick Stavrou, Cpl. Kevin Harris, LCpl. Steven Mottola, Michele, Pfc. Shaun Lenihan"
tt1564367,"Danny, Katherine, Devlin Adams, Eddie, Palmer, Maggie, Michael, Ian Maxtone Jones, Adon, Kirsten Brant"
tt1284575,"Elizabeth Halsey, Amy Squirrel, Russell Gettis, Scott Delacorte, Lynn Davies, Principal Wally Snur, Sandy Pinkus (as Dave 'Gruber' Allen), Ms. Pavicic, Garrett Tiara, Sasha Abernathy"
tt1454029,"Skeeter Phelan, Aibileen Clark, Hilly Holbrook, Minny Jackson, Celia Foote, Elizabeth Leefolt, Charlotte Phelan, Jolene French, Mae Mobley, Mae Mobley"
tt1133985,"Hal Jordan / Green Lantern, Carol Ferris, Hector Hammond, Sinestro, Hammond, Carl Ferris, Tom Kalmaku, Doctor Waller, Jack Jordan, Jim Jordan"
tt1253864,"Theseus, King Hyperion, Stavros, Phaedra, Zeus, Old Man, Lysander, Aethra (as Anne Day Jones), The Monk, Dareios"
tt0990407,"Britt Reid / The Green Hornet, Kato, Lenore Case, James Reid, Chudnofsky, Scanlon, Axford, Popeye, Chili (as Chad Coleman), Tupper"
tt1192628,"Rango / Lars (voice), Beans (voice), Priscilla (voice), Mayor (voice), Roadkill (voice), Rattlesnake Jake (voice), Doc / Merrimack / Mr. Snuggles (voice), Balthazar (voice), Spirit of the West (voice), Bad Bill (voice)"
tt1650062,"Joe Lamb, Mrs. Kaznyk, Mr. Kaznyk, Cary, Preston, Charles Kaznyk, Martin, Deputy Jackson Lamb, Louis Dainard, Jen Kaznyk"
tt1478338,"Annie, Boot Camp Instructor, Lillian, Jewelry Store Couple, Jewelry Store Couple, Don Cholodecki, Kahlua, Oscar the Security Guard (as Joseph A. Nunez), Brynn, Gil"
tt0433035,"Charlie Kenton, Max Kenton, Bailey Tallet, Finn, Ricky, Aunt Debra, Marvin, Tak Mashido, Farra Lemkova, Kingpin"
tt1615918,"Dave, Ian, Zoe, Alvin (voice), Simon (voice), Theodore (voice), Eleanor (voice), Jeanette (voice), Brittany (voice), Simone (voice)"
tt1270798,"Charles Xavier (24 Years), Charles Xavier (12 Years), Erik Lensherr, Young Erik, Sebastian Shaw, Moira MacTaggert, Raven / Mystique, Mrs. Xavier, Young Raven (10 Years), Man in Black Suit"
tt0458339,"Captain America / Steve Rogers, Peggy Carter, James Buchanan 'Bucky' Barnes, Colonel Chester Phillips, Johann Schmidt / Red Skull, Howard Stark, Heinz Kruger, Dr. Abraham Erskine, Nick Fury, Dr. Arnim Zola"
tt0983193,"Tintin (voice), Captain Haddock / Sir Francis Haddock (voice), Sakharine / Red Rackham (voice), Thomson (voice), Thompson (voice), Allan / Pirate Flunky #1 (voice), Ben Salaad (voice), Silk (voice), Barnaby (voice), Nestor / Mr. Crabtree (voice)"
tt0800369,"Thor, Jane Foster, Loki, Odin, Erik Selvig, Darcy Lewis, Agent Coulson, King Laufey, Heimdall, Volstagg"
tt1318514,"Caesar, Maurice / Court Clerk, Rocket / Bright Eyes, Buck - Ape, Koba - Ape (as Chris Gordon), Cornelia - Ape, Alpha, Will Rodman, Caroline Aranha, Charles Rodman"
tt1436562,"Mother Bird (voice), Truck Driver (voice), Young Linda (voice), Linda (voice), Bookstore Customer / Lady Tourist (voice), Blu (voice), Chloe (The Goose) (voice), Alice (The Other Goose) (voice), Tulio / Soccer Announcer (voice), Dr. Barbosa (voice)"
tt1515091,"Sherlock Holmes, Dr. John Watson, Madam Simza Heron, Irene Adler, Professor James Moriarty, Mycroft Holmes, Colonel Sebastian Moran, Mary Watson, Mrs. Hudson, Inspector Lestrade"
tt0448694,"Puss in Boots (voice), Kitty Softpaws (voice), Humpty Alexander Dumpty (voice), Jack (voice), Jill (voice), Imelda (voice), Moustache Man / Comandante (voice), Andy Beanstalk (voice), Bounty Hunter (voice) (as Rich B. Dietl), Luis (voice)"
tt1216475,"Mater (voice), Lightning McQueen (voice), Finn McMissile (voice), Holley Shiftwell (voice), Sir Miles Axlerod (voice), Francesco Bernoulli (voice), Brent Mustangburger (voice), Grem (voice), Professor Z (voice), Acer (voice)"
tt0472181,"Gargamel, Patrick Winslow, Grace Winslow, Odile Anjelou, Henri, Model, Model, Newscaster, Newscaster, Bluetooth Businessman"
tt1411697,"Phil, Stu, Alan, Doug, Mr. Chow, Kingsley, Mike Tyson, Sid Garner, Teddy, Lauren"
tt1596343,"Dominic Toretto, Brian O'Conner, Mia, Roman, Tej (as Chris 'Ludacris' Bridges), Vince, Han, Gisele, Leo, Santos"
tt1302011,"Po (voice), Tigress (voice), Shifu (voice), Shen (voice), Monkey (voice), Mantis (voice), Viper (voice), Crane (voice), Mr. Ping (voice), Soothsayer (voice)"
tt1229238,"Ethan Hunt, Jane, Benji, Brandt, Hendricks, Sidorov, Wistrom, Leonid Lisenker, Brij Nath, Sabine Moreau"
tt1324999,"Jacob Black, Billy, Charlie Swan, Renee, Phil, Bella Swan, Alice Cullen, Jasper Hale, Dr. Carlisle Cullen, Esme Cullen"
tt1298650,"Jack Sparrow, Angelica, Barbossa, Blackbeard, Gibbs, Philip, Syrena (Mermaid), Scrum, Captain Teague, King George"
tt1399103,"Sam Witwicky, Carly, Lennox, Simmons, Epps, Dylan, Mearing, Bruce Brazos, Ron Witwicky, Judy Witwicky"
tt1201607,"Lord Voldemort, Professor Albus Dumbledore, Professor Severus Snape, Harry Potter, Ron Weasley, Hermione Granger, Luna Lovegood, Bill Weasley, Fleur Delacour, Griphook / Professor Filius Flitwick"
tt1385867,"Jimmy, Paul, Raul (as Juan Carlos Hernandez), Juan, Youth #1, Youth #2, Captain Romans, Hunsaker, Barry Mangold, Poh Boy"
